customer_id,customer_name,phone_number,email,city,registration_date
CUST0291,Rohan Bhat,9758997571,rohan.bhat13@yahoo.com,Mumbai,2022-12-16
CUST0292,Sonam Dubey,9885102726,sonam.dubey14@outlook.com,Surat,2022-07-20
CUST0293,Prakash Rao,9637351609,prakash.rao16@hotmail.com,Ahmedabad,2023-11-06
CUST0294,Shreya Nambiar,9080869782,shreya.nambiar89@yahoo.com,Nagpur,2022-05-12
CUST0295,Meera Khan,9995866934,meera.khan51@outlook.com,Pune,2023-04-09
CUST0296,Shreya Gupta,9698485833,shreya.gupta27@outlook.com,Lucknow,2022-12-20
CUST0297,Nikhil Pillai,9885158799,nikhil.pillai86@hotmail.com,Lucknow,2023-07-01
CUST0298,Ravi Qureshi,9081062003,ravi.qureshi35@yahoo.com,Pune,2023-12-01
CUST0299,Ashok Mehta,9043805719,ashok.mehta87@yahoo.com,Nagpur,2023-10-25
CUST0300,Chandana Shetty,9840666580,chandana.shetty2@outlook.com,Hyderabad,2023-09-28
